SMILES,MolWt,LogP,TPSA,RotB,AroProp
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,390.5640000000002,6.433000000000008,52.60000000000001,14,0.2142857142857142
CC(C)OC(C)C,102.177,1.8198,9.23,2,0.0
CC(C)SC(C)C,118.245,2.5364000000000004,0.0,2,0.0
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,299.6909999999999,2.3950000000000005,65.07000000000001,8,0.0
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,338.79500000000013,2.8699000000000012,80.37,2,0.4782608695652174
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,211.2609999999999,1.9576,46.61,1,0.0
CCCCc1c(C)nc(nc1O)N(C)C ,209.293,1.89922,49.25000000000001,4,0.4
COCOC,76.095,0.2367,18.46,2,0.0
COC(=O)c1ccccc1C(=O)OC,194.18599999999995,1.2597999999999998,52.60000000000001,2,0.4285714285714285
CSC,62.137,0.9792,0.0,0,0.0
CSSC,94.204,1.6274,0.0,1,0.0
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,322.243,2.9502000000000006,115.54000000000002,5,0.2727272727272727
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,240.21499999999995,2.7221000000000024,106.51000000000002,4,0.3529411764705882
OC1C(O)C(O)C(O)C(O)C1O,180.156,-3.834600000000001,121.38,0,0.0
CCCSCCC,118.245,2.539600000000001,0.0,4,0.0
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,390.5640000000003,6.721200000000008,52.60000000000001,16,0.2142857142857142
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,414.63000000000017,5.508800000000006,38.69,0,0.0
CNC(=O)Oc1ccccc1C2OCCO2,223.22799999999995,1.4502,56.790000000000006,2,0.375
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,239.318,2.9067000000000016,20.31,3,0.6666666666666666
O(c1ccccc1)c2ccccc2,170.211,3.478900000000002,9.23,2,0.9230769230769232
N(c1ccccc1)c2ccccc2,169.227,3.430200000000002,12.03,2,0.9230769230769232
C(c1ccccc1)c2ccccc2,168.239,3.277400000000002,0.0,2,0.9230769230769232
CCCOCCC,102.177,1.823,9.23,4,0.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,296.5520000000001,3.621200000000002,6.48,4,0.0
CCOP(=S)(OCC)SCCSCC,274.413,3.770200000000002,18.46,9,0.0
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,299.28800000000007,2.5801000000000007,55.84,5,0.3157894736842105
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,233.098,3.0869000000000018,32.34,1,0.4285714285714285
CC1=CCC(CC1)C(C)=C,136.238,3.308900000000002,0.0,1,0.0
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,198.134,1.5170200000000005,106.51000000000002,2,0.4285714285714285
CCOc1ccc(NC(N)=O)cc1,180.20699999999997,1.5759,64.35,3,0.4615384615384615
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,254.24599999999995,-2.2130999999999985,102.28,3,0.5
CCCCCCCCCCCCCCCCCCCC,282.5559999999999,8.048000000000007,0.0,17,0.0
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,380.913,4.481400000000002,12.53,0,0.0
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,290.447,3.959100000000003,37.3,0,0.0
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,306.51500000000004,4.483900000000005,20.23,0,0.0
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,266.34,3.9444000000000026,37.3,0,0.5
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,268.356,3.7375000000000025,37.3,0,0.3
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,288.255,2.2155000000000005,107.22,1,0.5714285714285714
OCC(O)C(O)CO,122.12,-2.3071999999999995,80.92,3,0.0
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,272.388,3.609200000000002,40.46,0,0.3
c1(OC)ccc(CC=C)cc1,148.205,2.4237,9.23,3,0.5454545454545454
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,288.387,2.5800000000000005,60.69,0,0.2857142857142857
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,270.372,3.817400000000003,37.3,0,0.3
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,333.266,3.924200000000003,89.51999999999998,6,0.2608695652173913
CC,30.07,1.0262,0.0,0,0.0
CCS,62.137,0.9361,0.0,0,0.0
CCO,46.069,-0.0014,20.23,0,0.0
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,296.41,3.6126000000000023,40.46,0,0.2727272727272727
CCSCc1ccccc1OC(=O)NC ,225.313,2.6579000000000006,38.33,4,0.4
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,384.4870000000002,5.005300000000004,36.92,12,0.0
CCCCc1c(C)nc(NCC)[nH]c1=O,209.293,1.85272,57.78,5,0.4
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,312.45300000000003,3.8826000000000023,37.3,0,0.0
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,286.34900000000005,2.0576,61.830000000000005,4,0.3157894736842105
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,286.34900000000005,2.0576,61.830000000000005,4,0.3157894736842105
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,258.324,1.3424,82.28,3,0.5625
CCOC(=O)C,88.106,0.5694,26.3,1,0.0
CCOC(=O)c1ccccc1,150.177,1.8633,26.3,2,0.5454545454545454
CCCCCOC(=O)CC,144.21399999999997,2.1298000000000004,26.3,5,0.0
CCOC(=O)C=Cc1ccccc1,176.215,2.2629,26.3,3,0.4615384615384615
CCCCCCCCCC(=O)OCC,200.32199999999995,3.6902000000000026,26.3,9,0.0
CCOC=O,74.07900000000001,0.1793,26.3,2,0.0
CCCCCCC(=O)OCC,158.241,2.5199000000000007,26.3,6,0.0
CCCCCC(=O)OCC,144.21399999999997,2.1298000000000004,26.3,5,0.0
CCCCCCCCC(=O)OCC,186.295,3.3001000000000023,26.3,8,0.0
CCCCCCCC(=O)OCC,172.26799999999997,2.910000000000001,26.3,7,0.0
CCCOC(=O)CCC,130.18699999999998,1.7397,26.3,4,0.0
CCOC(=O)CC,102.133,0.9595,26.3,2,0.0
CCCOCC,88.14999999999999,1.4329,9.23,3,0.0
CCOC=C,72.10700000000001,1.1664,9.23,2,0.0
CCc1ccccc1,106.16799999999996,2.249000000000001,0.0,1,0.75
CCC1CCCCC1,112.216,2.976700000000002,0.0,1,0.0
C=C,28.053999999999995,0.8022,0.0,0,0.0
CCOC(=O)c1ccc(N)cc1,165.19199999999998,1.4455,52.32,2,0.5
CCOC(=O)c1ccc(O)cc1,166.176,1.5689,46.53,2,0.5
C#C,26.037999999999997,0.2493999999999999,0.0,0,0.0
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,376.496,6.372000000000007,27.69,9,0.6428571428571429
CCOC(=O)c1cncn1C(C)c2ccccc2,244.294,2.669100000000001,44.12,4,0.6111111111111112
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,588.5620000000001,1.338599999999999,160.83,5,0.2857142857142857
CC12CCC(CC1)C(C)(C)O2 ,154.253,2.7441000000000013,9.23,0,0.0
COc1cc(CC=C)ccc1O,164.204,2.1293,29.46,3,0.5
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,331.202,4.0676000000000005,46.010000000000005,3,0.8181818181818182
Cc1occc1C(=O)Nc2ccccc2,201.225,2.840320000000001,42.24,2,0.7333333333333333
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,277.238,2.7993200000000007,70.83000000000001,5,0.3529411764705882
CN(C)C(=O)SCCCCOc1ccccc1,253.367,3.2604000000000024,29.540000000000003,6,0.3529411764705882
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,301.34200000000004,3.6038000000000023,56.790000000000006,7,0.5454545454545454
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,349.43000000000006,5.268980000000004,59.32000000000001,5,0.4615384615384615
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,308.36100000000005,3.1003000000000016,44.760000000000005,7,0.3333333333333333
COP(=S)(OC)Oc1ccc(SC)c(C)c1,278.335,3.6130200000000023,27.69,5,0.375
CN(C)C(=O)Nc1ccccc1,164.208,1.7801,32.34,1,0.5
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,306.276,0.7357999999999993,81.64999999999999,5,0.7272727272727273
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,451.4690000000001,6.627980000000005,68.55000000000001,9,0.5454545454545454
Nc1nc(=O)[nH]cc1F,129.09399999999997,-0.5088000000000001,71.77,0,0.6666666666666666
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,380.4560000000002,1.8737,94.83,2,0.0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,410.4570000000002,1.8436999999999997,94.83,2,0.0
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,421.7340000000001,5.340800000000003,89.51999999999998,6,0.4285714285714285
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,232.20499999999996,2.7989000000000006,32.34,1,0.375
c1ccc2c(c1)c3cccc4cccc2c34,202.25599999999997,4.487200000000002,0.0,0,1.0
C1c2ccccc2c3ccccc13,166.22299999999998,3.257800000000002,0.0,0,0.9230769230769232
Fc1ccccc1,96.10399999999998,1.8257,0.0,0,0.8571428571428571
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,376.4680000000002,2.923300000000001,74.6,1,0.0
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,232.20499999999996,2.7989000000000006,32.34,1,0.375
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,329.32099999999997,4.738100000000002,22.0,2,0.75
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,312.118,3.514400000000002,20.31,2,0.3157894736842105
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,301.296,2.492400000000001,50.94,4,0.7727272727272727
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.9200000000002,7.395680000000005,71.35,8,0.5142857142857142
CNC(=O)Oc1cccc(N=CN(C)C)c1,221.26,1.6262,53.93,3,0.375
COP(=S)(OC)SCC(=O)N(C)C=O,257.27299999999997,0.8516999999999999,55.84,6,0.0
OCC1OC(O)(CO)C(O)C1O,180.156,-3.2198,110.38,2,0.0
c1ccoc1,68.07499999999999,1.2795999999999998,13.14,0,1.0
O=Cc1ccco1,96.08499999999998,1.0920999999999998,30.21,1,0.7142857142857143
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),262.261,1.5528,75.99000000000001,1,0.0
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,372.80800000000016,3.141800000000001,91.68,6,0.6153846153846154
OCC1OC(O)C(O)C(O)C1O,180.156,-3.2214000000000005,110.38,1,0.0
CCC1(CCC(=O)NC1=O)c2ccccc2 ,217.268,1.771,46.17,2,0.375
OCC(O)CO,92.094,-1.6681,60.69,2,0.0
CC(=O)OCC(COC(=O)C)OC(=O)C,218.205,0.0442999999999997,78.9,5,0.0
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,352.7700000000001,2.8103000000000007,71.06,3,0.25
COc1ccccc1O ,124.13899999999995,1.4008,29.46,1,0.6666666666666666
Nc2nc1[nH]cnc1c(=O)[nH]2 ,151.129,-0.7716000000000003,100.45,0,0.8181818181818182
FC(F)(F)C(Cl)Br ,197.381,2.5084999999999997,0.0,0,0.0
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,300.266,1.3295999999999997,107.22,0,0.2727272727272727
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,373.3209999999999,5.2415,0.0,0,0.0
CCCCCCC,100.205,2.976700000000002,0.0,4,0.0
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,260.762,4.7574,0.0,1,0.0
ClC(Cl)(Cl)C(Cl)(Cl)Cl,236.74,3.7268,0.0,0,0.0
CCCCCCCCCCCCCCCCCCCCCCCCCC,366.7180000000002,10.388599999999991,0.0,23,0.0
CCCCCCCCCCCCCCCC,226.44799999999992,6.487600000000007,0.0,13,0.0
Cc1c(C)c(C)c(C)c(C)c1C,162.27599999999998,3.5371200000000025,0.0,0,0.5
CCCCCC,86.178,2.5866000000000007,0.0,3,0.0
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,270.372,4.785200000000005,40.46,5,0.6
CCCCCCc1ccccc1,162.276,3.809400000000003,0.0,5,0.5
O=C1CNC(=O)N1 ,100.077,-1.1742,58.2,0,0.0
N(Nc1ccccc1)c2ccccc2 ,184.242,3.1256000000000013,24.06,3,0.8571428571428571
c1ccccc1C(O)C(O)c2ccccc2,214.264,2.4536000000000007,40.46,3,0.75
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,297.745,-0.3512999999999994,118.36,1,0.3529411764705882
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,362.4660000000002,1.7815999999999996,94.83,2,0.0
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,404.5030000000002,2.3524000000000003,100.90000000000002,3,0.0
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,354.8749999999999,3.995,20.23,0,0.0
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,330.4680000000001,3.8384000000000023,54.37,1,0.0
O=c1[nH]cnc2nc[nH]c12 ,136.114,-0.3538,74.43,0,0.9
C1Cc2ccccc2C1,118.17899999999996,2.1753,0.0,0,0.6666666666666666
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,365.842,2.0834,92.5,3,0.5
c2ccc1[nH]ncc1c2 ,118.13899999999998,1.5629,28.68,0,1.0
c2ccc1[nH]ccc1c2,117.15099999999995,2.1678999999999995,15.79,0,1.0
c2ccc1NCCc1c2 ,119.167,1.6545999999999998,12.03,0,0.6666666666666666
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,268.22900000000004,-1.8566000000000005,133.75,2,0.4736842105263157
Ic1ccccc1,204.01,2.2912,0.0,0,0.8571428571428571
CCI,155.966,1.4413,0.0,0,0.0
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,413.0,4.494100000000002,27.69,4,0.375
CI,141.939,1.0512,0.0,0,0.0
Oc1c(I)cc(C#N)cc1I,370.915,2.4730799999999995,44.02,0,0.5454545454545454
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,243.742,2.1914999999999996,53.940000000000005,5,0.375
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,313.747,3.1887000000000016,58.4,7,0.2777777777777778
CC(C)COC(=O)C,116.15999999999998,1.2055,26.3,2,0.0
CC(C)COC=O,102.13299999999998,0.8154,26.3,3,0.0
CC(C)Cc1ccccc1,134.22199999999998,2.8851000000000013,0.0,2,0.6
C1N(C(=O)NCC(C)C)C(=O)NC1,185.227,0.3772000000000002,61.440000000000005,2,0.0
Cc1cc(no1)C(=O)NNCc2ccccc2,231.255,1.41762,67.16,4,0.6470588235294118
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,345.4010000000002,3.8896000000000033,56.790000000000006,8,0.2727272727272727
Nc1nc(O)nc2nc[nH]c12 ,151.129,-0.3593,100.71,0,0.8181818181818182
c1nccc(C(=O)NN)c1,137.14200000000002,-0.3149000000000001,68.01,1,0.6
CC(C)CCOC(=O)C,130.18699999999998,1.5956,26.3,3,0.0
CC(C)CCOC=O,116.15999999999998,1.2055,26.3,4,0.0
CC1=CC(=O)CC(C)(C)C1 ,138.20999999999998,2.3218000000000005,17.07,0,0.0
CNC(=O)Oc1ccccc1C(C)C,193.246,2.528200000000001,38.33,2,0.4285714285714285
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,309.36600000000004,4.252800000000004,89.51999999999998,8,0.2727272727272727
CC(C)OC(=O)C,102.133,0.9579,26.3,1,0.0
CC(C)OC=O,88.106,0.5678,26.3,2,0.0
CC(C)c1ccccc1,120.19499999999996,2.8100000000000014,0.0,1,0.6666666666666666
CC(C)c1ccc(NC(=O)N(C)C)cc1,206.289,2.903500000000001,32.34,2,0.4
c1ccc2cnccc2c1,129.16199999999998,2.2348,12.89,0,1.0
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,279.34,2.6670000000000007,70.67,2,0.3
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,322.36400000000003,2.966800000000001,57.690000000000005,5,0.5
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,490.6390000000001,4.6182,17.07,0,0.0
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,260.24499999999995,2.8648200000000017,61.81,2,0.6842105263157895
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,342.297,-5.397199999999993,189.52999999999997,4,0.0
C1OC(O)C(O)C(O)C1O,150.13,-2.5823000000000005,90.15,0,0.0
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,234.29899999999995,1.5305,54.86,1,0.3529411764705882
CC(C)=CCCC(O)(C)C=C,154.253,2.6698000000000013,20.23,4,0.0
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,3.644400000000001,0.0,0,0.0
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,249.097,3.0185000000000013,41.57,2,0.4
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,321.163,3.101300000000001,61.690000000000005,1,0.5714285714285714
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,404.54700000000025,4.195500000000004,72.83,6,0.0
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.3640000000001,2.1218000000000004,71.06,9,0.0
CCOC(=O)CC(=O)OCC,160.16899999999998,0.5027,52.60000000000001,4,0.0
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,342.297,-5.397199999999993,189.52999999999997,4,0.0
OCC(O)C(O)C(O)C(O)CO ,182.172,-3.5854000000000004,121.38,5,0.0
Nc1cccc(Cl)c1,127.574,1.9222,26.02,0,0.75
Clc1cccc(Br)c1,191.455,3.102500000000001,0.0,0,0.75
Clc1cccc(I)c1,238.455,2.9446000000000003,0.0,0,0.75
Clc1cccc(c1)N(=O)=O,157.55599999999998,2.2482000000000006,43.14,1,0.6
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,295.298,2.972200000000001,84.07999999999998,3,0.6818181818181818
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,329.3800000000001,2.632000000000001,65.07000000000001,8,0.0
c1c(OC)c(OC)C2C(=O)OCC2c1,196.20199999999997,0.8497999999999999,44.760000000000005,2,0.0
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,340.5070000000001,5.279700000000005,34.14,1,0.0
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,298.367,3.3381000000000016,42.43000000000001,4,0.7142857142857143
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,310.297,2.52334,75.27000000000001,3,0.3
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,384.5160000000002,4.575300000000004,60.440000000000005,2,0.0
CC2=CC(=O)c1ccccc1C2=O ,172.18299999999996,2.0119,34.14,0,0.4615384615384615
CC(C)C1CCC(C)CC1O ,156.269,2.439500000000001,20.23,1,0.0
CC(C)C1CCC(C)CC1=O,154.253,2.6477000000000013,17.07,1,0.0
CCCC(C)(COC(N)=O)COC(N)=O ,218.25299999999996,0.9834000000000004,104.64,6,0.0
Sc2nc1ccccc1s2 ,167.25799999999998,2.585,12.89,0,0.9
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,279.336,1.84434,55.84,5,0.3
C,16.043,0.6361,0.0,0,0.0
CO,32.042,-0.3915,20.23,0,0.0
Cc1ccccc1n3c(C)nc2ccccc2c3=O,250.301,3.0025400000000015,34.89,1,0.8421052631578947
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,198.222,0.5009999999999999,66.48,2,0.0
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,261.064,1.4359999999999995,57.14,1,0.6875
COc1ccccc1OCC(O)COC(N)=O,241.2429999999999,0.5302000000000002,91.01,6,0.3529411764705882
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,310.47800000000007,5.062000000000006,35.53,10,0.0
COCCCNc1nc(NC(C)C)nc(SC)n1,271.39,1.8622,71.96000000000001,8,0.3333333333333333
COc2c1occc1cc3ccc(=O)oc23 ,216.19199999999995,2.5478000000000005,52.58,1,0.8125
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,345.6529999999999,5.205900000000002,18.46,4,0.5714285714285714
COC(=O)C,74.07900000000001,0.1792999999999999,26.3,0,0.0
COC(=O)C=C,86.09,0.3453999999999999,26.3,1,0.0
COC(=O)c1ccccc1,136.14999999999998,1.4732,26.3,1,0.6
CCCCOC,88.14999999999999,1.4329,9.23,3,0.0
CCCOC(=O)CC,116.15999999999998,1.3496,26.3,3,0.0
CCCCCCCCCC(=O)OC,186.295,3.3001000000000023,26.3,8,0.0
COC=O,60.05200000000001,-0.2108000000000001,26.3,1,0.0
COC(=O)c1cc(O)c(O)c(O)c1 ,184.147,0.5899999999999996,86.99000000000001,1,0.4615384615384615
CCCCCC(=O)OC,130.18699999999998,1.7397,26.3,4,0.0
CNN,46.073,-0.9205,38.05,0,0.0
CCCCCCCCCCCC(=O)OC,214.34899999999996,4.080300000000003,26.3,10,0.0
COC(=O)c1cccnc1 ,137.138,0.8681999999999999,39.19,1,0.6
CCCCCCCCC(=O)OC,172.268,2.910000000000001,26.3,7,0.0
CCCCCCCC(=O)OC,158.241,2.5199000000000007,26.3,6,0.0
CCCC(=O)OCC,116.15999999999998,1.3496,26.3,3,0.0
CCC(=O)OC,88.106,0.5694,26.3,1,0.0
CCCOC,74.12299999999999,1.0428,9.23,2,0.0
COC(C)(C)C,88.14999999999999,1.4313,9.23,0,0.0
CC1CCCCC1,98.189,2.5866000000000007,0.0,0,0.0
CC1CCCC1,84.162,2.1965000000000003,0.0,0,0.0
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,268.36,3.767700000000003,32.34,3,0.6
COC(=O)c1ccc(O)cc1,152.149,1.1788,46.53,1,0.5454545454545454
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,344.4950000000001,4.840100000000005,43.370000000000005,1,0.0
Cc1cc(=O)[nH]c(=S)[nH]1,142.18300000000002,0.74091,48.65,0,0.6666666666666666
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,283.7989999999999,3.164120000000002,29.54,6,0.3157894736842105
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,365.8420000000001,2.7141199999999994,92.5,2,0.5
c1ccccc1(OC(=O)NC),151.165,1.4048,38.33,1,0.5454545454545454
COc1ccc(NC(=O)N(C)C)cc1Cl,228.67899999999997,2.4421,41.57,2,0.4
Cc1ncc(N(=O)=O)n1CCO ,171.15599999999998,0.0920199999999999,81.19,3,0.4166666666666667
CSc1nnc(c(=O)n1N)C(C)(C)C,214.294,0.3714999999999997,73.8,1,0.4285714285714285
Cc1ncc(N(=O)=O)n1CCO,171.15599999999998,0.0920199999999999,81.19,3,0.4166666666666667
Fc1cccc(Br)c1,175.0,2.5882000000000005,0.0,0,0.75
Nc1cc(nc(N)n1=O)N2CCCCC2 ,209.25299999999996,-0.1303000000000003,95.11,1,0.4
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,545.5460000000002,6.222999999999999,0.0,0,0.0
Cc1cccc(N)c1,107.156,1.5772199999999998,26.02,0,0.75
Nc1cccc(c1)N(=O)=O,138.126,1.177,69.16,1,0.6
Oc1cccc(c1)N(=O)=O,139.11,1.3003999999999998,63.37,1,0.6
Cc1cccc(c1)N(=O)=O,137.138,1.90322,43.14,1,0.6
CON(C)C(=O)Nc1ccc(Cl)cc1,214.652,2.365100000000001,41.57,2,0.4285714285714285
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,446.405,-2.884799999999998,184.6,6,0.1935483870967742
CN(C)C(=O)Nc1ccc(Cl)cc1,198.653,2.4335000000000004,32.34,1,0.4615384615384615
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,302.23800000000006,1.9879999999999995,131.36,1,0.7272727272727273
Cc1cccc(C)c1,106.168,2.30344,0.0,0,0.75
CCN(CC)c1ccccc1,149.237,2.532800000000001,3.24,3,0.5454545454545454
CN(C)C(=O)C,87.12199999999999,0.0944999999999998,20.31,0,0.0
CN(C)c1ccccc1,121.18299999999996,1.7526,3.24,1,0.6666666666666666
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,380.784,3.651200000000001,44.760000000000005,5,0.0
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,271.36,3.475500000000002,29.540000000000003,5,0.5
c1ccc2cc3cc4ccccc4cc3cc2c1,228.294,5.146200000000003,0.0,0,1.0
c1ccc2ccccc2c1,128.17399999999995,2.839800000000001,0.0,0,1.0
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,275.179,4.257200000000004,32.34,4,0.3529411764705882
CC(C)=CCC/C(C)=C\CO,154.253,2.6714000000000016,20.23,4,0.0
CCNc1ccccc1,121.18299999999996,2.1184,12.03,2,0.6666666666666666
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,266.30400000000003,2.6512200000000004,58.120000000000005,1,0.6
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,327.1230000000001,3.8595000000000006,92.47,3,0.5714285714285714
NC(=O)c1cccnc1 ,122.12699999999997,0.1805000000000001,55.98,1,0.6666666666666666
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,346.33900000000017,2.1756,107.77,4,0.24
ON=Cc1ccc(o1)N(=O)=O ,156.09699999999998,0.9959,88.87,2,0.4545454545454545
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,295.29800000000006,2.4086000000000007,75.81,2,0.5454545454545454
