SMILES,HBA,BertzCT,TPSA,RotB,LogP,MolWt,AroProp,logS
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,6,616.5285919942219,61.82,0,-1.0293,194.19399999999996,0.6428571428571429,-0.876
CC1(C)C2CCC1(C)C(=O)C2,1,216.91266689075215,17.07,0,2.401700000000001,152.237,0.0,-1.96
CCCCCC=O,1,41.444678358882754,17.07,4,1.7656,100.161,0.0,-1.3
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,3,386.6818600988004,37.38,3,3.520900000000001,349.06600000000014,0.0,-5.4
O=C(Nc1ccccc1)Nc2ccccc2,1,410.3735146257326,41.13,2,3.3306000000000013,212.252,0.75,-3.15
CNC(=O)Oc1cccc2ccccc12,2,488.45103080120384,38.33,1,2.5580000000000007,201.225,0.6666666666666666,-3.224
c1ccc2c(c1)[nH]c3ccccc32,0,512.8841359099093,15.79,0,3.3211000000000013,167.21099999999998,1.0,-5.27
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,3,378.5969479612245,67.42999999999999,4,1.7597,236.271,0.3529411764705882,-1.83
CNC(=O)Oc1cccc2CC(C)(C)Oc12,3,426.2720914064313,47.56,1,2.1183,221.25599999999991,0.375,-2.8
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5,389.77972797712056,18.46,8,5.420300000000004,342.875,0.3333333333333333,-5.736
CC1=C(SCCO1)C(=O)Nc2ccccc2,3,414.28675391292165,38.33,2,2.620000000000001,235.308,0.375,-3.14
CCC(Br)(CC)C(=O)NC(N)=O,2,189.84539731095856,72.19,3,1.1349999999999998,237.097,0.0,-2.68
c1(O)c(C)ccc(C(C)C)c1,1,251.0497317859833,20.23,1,2.824020000000001,150.22099999999998,0.5454545454545454,-2.08
CC(=C)C1CC=C(C)C(=O)C1,1,223.02727634487292,17.07,1,2.4879000000000007,150.22099999999998,0.0,-2.06
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,6,284.92430642566427,88.38000000000001,2,-0.4628999999999993,309.529,0.0,-1.84
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,5,480.2067575330304,112.70000000000002,6,0.909,323.13200000000006,0.3,-2.111
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,5,319.4650689235082,45.150000000000006,6,2.2173999999999996,257.76899999999995,0.3529411764705882,-4.411
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,2,373.1300188482176,41.57,2,3.127600000000002,293.548,0.4,-3.924
CC(OC(=O)Nc1cccc(Cl)c1)C#C,2,397.8195493831233,38.33,2,2.910200000000001,223.659,0.4,-2.617
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,0,458.7940325905037,0.0,0,5.682800000000001,409.7819999999999,0.0,-6.86
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,0,438.5902084254824,0.0,0,5.024200000000001,338.876,0.0,-5.64
CN(C)C=Nc1ccc(Cl)cc1C,1,318.70082633507934,15.6,2,2.8698200000000007,196.681,0.4615384615384615,-2.86
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,8,953.0733676344609,127.79,8,1.1715999999999998,414.82700000000017,0.4444444444444444,-4.576
NC(=O)CCl ,1,44.912609383243264,43.09,1,-0.2895000000000001,93.513,0.0,-0.02
ClCC#N,1,35.79319390447952,23.79,0,0.74878,75.498,0.0,-0.092
Clc1ccccc1,0,134.10736969541455,0.0,0,2.34,112.55899999999995,0.8571428571428571,-2.38
ClC(Br)Br,0,10.75488750216347,0.0,0,2.2986000000000004,208.28,0.0,-1.9
ClCC,0,2.754887502163469,0.0,0,1.2451,64.515,0.0,-1.06
ClC=C,0,10.264662506490406,0.0,0,1.3687,62.499,0.0,-1.75
CC(C)OC(=O)Nc1cccc(Cl)c1,2,325.6529664102151,38.33,2,3.2969000000000017,213.664,0.4285714285714285,-3.38
ClC(Cl)(Cl)N(=O)=O,2,85.42592196522058,43.14,0,1.5908000000000002,164.375,0.0,-2.0
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,3,667.859197339405,46.53,4,4.180900000000003,339.21800000000013,0.5454545454545454,-4.53
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,2,440.5804759440679,47.58,0,4.043559999999999,265.914,0.4285714285714285,-5.64
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,5,723.7308563894459,118.69,1,-0.0608999999999992,295.72900000000004,0.3529411764705882,-3.05
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,1,349.9752768616324,32.34,1,2.7419200000000012,212.68,0.4285714285714285,-3.46
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,2,579.827438063463,41.57000000000001,3,4.225800000000003,290.75,0.6,-4.89
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,5,464.6162368766504,40.58,6,4.718100000000002,350.591,0.3333333333333333,-5.67
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,2,465.6577056479838,25.78,0,4.2434,267.93,0.7142857142857143,-5.43
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,4,897.4658924470708,109.49,2,0.9242000000000008,338.7720000000001,0.5454545454545454,-3.451
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,1,349.9752768616324,32.34,1,2.7419200000000012,212.68,0.4285714285714285,-3.483
Clc2ccc1oc(=O)[nH]c1c2,2,442.88245407860506,46.0,0,1.7744999999999995,169.567,0.8181818181818182,-2.831
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,0,992.7859948151678,0.0,0,5.244800000000004,254.33199999999997,0.9,-7.85
c1ccc2c(c1)ccc3c4ccccc4ccc23,0,797.2526221384024,0.0,0,5.146200000000003,228.294,1.0,-8.057
Cl\C=C/Cl,0,19.219280948873624,0.0,0,1.9352,96.94400000000002,0.0,-1.3
C/C1CCCCC1\C,0,56.43856189774725,0.0,0,2.832600000000001,112.216,0.0,-4.3
CC/C=C\C,0,27.019550008653876,0.0,1,1.9725,70.135,0.0,-2.54
CC(C)=CCCC(C)=CC(=O),1,171.3117986128446,17.07,4,2.878000000000001,152.237,0.0,-2.06
CC1(C)CON(Cc2ccccc2Cl)C1=O,2,417.2347167860317,29.54,2,2.640000000000001,239.702,0.375,-2.338
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,4,817.4300132341531,84.6,2,3.037700000000001,315.716,0.5454545454545454,-3.499
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,0,1140.946634757434,0.0,0,6.919200000000002,300.36000000000007,1.0,-9.332
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,4,637.8073073537269,74.6,2,2.666700000000002,346.46700000000016,0.0,-3.24
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,5,723.9130815015496,91.67,2,1.9898,360.45000000000016,0.0,-3.11
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,6,827.2246952751074,97.74,3,2.560600000000001,402.48700000000025,0.0,-4.21
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,4,957.2578858098648,67.50999999999999,4,4.263000000000003,342.7780000000001,0.6666666666666666,-5.839
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,6,778.6322379127123,57.9,6,4.4311200000000035,362.7710000000002,0.4545454545454545,-5.382
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,3,907.9425133722576,50.44,1,3.966800000000003,292.33400000000006,0.7272727272727273,-2.84
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,6,410.95050427088734,86.52,4,1.6708799999999997,240.698,0.375,-3.15
CCSC(=O)N(CC)C1CCCCC1 ,2,178.1263448992907,20.31,3,3.5141000000000027,215.3619999999999,0.0,-3.4
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,3,391.97380386169374,75.27000000000001,2,1.2492,236.27099999999993,0.0,-2.17
O=C2NC(=O)C1(CCC1)C(=O)N2,3,258.37607576948636,75.27,0,-0.4773,168.15200000000002,0.0,-1.655
C1CCCCCC1,0,19.651484454403228,0.0,0,2.7307000000000015,98.189,0.0,-3.51
OC1CCCCCC1,1,53.407165571558394,20.23,0,1.7015,114.188,0.0,-0.88
C1CCC=CCC1,0,54.43856189774725,0.0,0,2.5067000000000004,96.173,0.0,-3.18
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,3,294.62919048309067,75.27,0,0.6929999999999998,210.233,0.0,-3.168
C1CCCCC1,0,15.509775004326936,0.0,0,2.3406,84.162,0.0,-3.1
OC1CCCCC1,1,46.14170945007629,20.23,0,1.3114,100.161,0.0,-0.44
O=C1CCCCC1,1,68.24920506009684,17.07,0,1.5196,98.145,0.0,-0.6
C1CCC=CC1,0,45.058650025961626,0.0,0,2.1166,82.146,0.0,-2.59
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,4,404.0965760348748,83.47,3,1.0415,281.35200000000003,0.0,-1.13
O=C2NC(=O)C1(CCCCC1)C(=O)N2,3,283.1789276376484,75.27,0,0.3029,196.206,0.0,-3.06
C1CCCCCCC1,0,24.0,0.0,0,3.120800000000002,112.216,0.0,-4.15
OC1CCCCCCC1,1,62.96788691072806,20.23,0,2.0915999999999997,128.215,0.0,-1.29
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,3,308.12137657048413,75.27,0,1.0831,224.25999999999996,0.0,-2.982
C1CCCC1,0,11.60964047443681,0.0,0,1.9505,70.135,0.0,-2.64
C1CC=CC1,0,38.0,0.0,0,1.7265,68.11900000000001,0.0,-2.1
O=C2NC(=O)C1(CCCC1)C(=O)N2,3,269.7642645701818,75.27,0,-0.0872000000000001,182.179,0.0,-2.349
O=C2NC(=O)C1(CC1)C(=O)N2 ,3,245.0009609337457,75.27,0,-0.8674000000000002,154.125,0.0,-1.886
CN(C)C(=O)NC1CCCCCCC1,1,172.12634489929064,32.34,1,2.3705,198.30999999999992,0.0,-2.218
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,4,981.2970518178008,59.32000000000001,6,6.317080000000003,434.29400000000015,0.4137931034482758,-7.337
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,4,1028.3524836641895,59.32000000000001,6,6.543980000000005,449.8560000000001,0.3870967741935484,-8.176
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,4,930.2980937199306,59.32000000000001,6,6.177980000000004,416.30400000000014,0.4285714285714285,-8.017
Nc1cc[nH]c(=O)n1 ,3,228.72507399518807,71.77000000000001,0,-0.6479000000000001,111.104,0.75,-1.155
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,3,801.194381990157,46.260000000000005,0,4.221000000000004,337.4630000000001,0.2,-5.507
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,4,565.0601341830188,86.18,2,1.6838000000000002,248.307,0.7058823529411765,-3.094
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0,456.8221302041951,0.0,3,5.929000000000003,320.04600000000005,0.6666666666666666,-7.2
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0,516.2479162169986,0.0,2,6.187900000000003,318.0300000000001,0.6666666666666666,-6.9
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,0,494.04416142195936,0.0,2,6.495500000000002,354.491,0.631578947368421,-7.15
C1CCC2CCCCC2C1,0,80.60593781761291,0.0,0,3.3668000000000022,138.254,0.0,-5.19
CCCCSP(=O)(SCCCC)SCCCC,4,178.6432094953352,17.07,12,6.694400000000005,314.5220000000001,0.0,-5.14
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,4,930.2980937199306,59.32000000000001,6,6.490180000000005,505.20600000000024,0.4285714285714285,-8.402
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,3,606.2051148204893,54.370000000000005,2,3.695900000000003,330.4680000000001,0.0,-3.45
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,4,707.1669090421246,60.440000000000005,3,4.266700000000004,372.5050000000002,0.0,-4.63
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,4,643.6038826699458,76.66,4,3.8659000000000017,300.314,0.5454545454545454,-4.632
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,5,804.7488254884713,94.83,2,1.8957,392.4670000000002,0.0,-3.59
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,6,909.7455961968412,100.9,3,2.466500000000001,434.5040000000003,0.0,-4.9
CC2(C)C1CCC(C)(C1)C2=O,1,210.15777938858872,17.07,0,2.401700000000001,152.237,0.0,-1.85
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,4,530.7228097510647,52.60000000000001,14,6.433000000000007,390.5640000000003,0.2142857142857142,-6.96
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,6,612.4193667711982,55.84,8,3.878200000000003,393.85400000000016,0.2608695652173913,-6.34
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,6,612.4193667711982,55.84,8,3.878200000000003,393.85400000000016,0.2608695652173913,-6.34
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,2,233.5768874739904,20.31,4,4.277400000000004,270.225,0.0,-4.286
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,2,694.8779897536325,32.67,1,3.153800000000002,284.74600000000004,0.6,-3.754
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,6,458.2877596147708,53.47,7,3.5847200000000026,304.35200000000003,0.3157894736842105,-3.64
o1c2ccccc2c3ccccc13,1,512.8841359099093,13.14,0,3.586000000000002,168.195,1.0,-4.6
c1ccc2c(c1)sc3ccccc23,1,512.8841359099093,0.0,0,4.054500000000002,184.263,1.0,-4.38
BrCBr,0,2.754887502163469,0.0,0,1.7337,173.83499999999998,0.0,-1.17
CCCCOCCCC,1,37.83229392178728,9.23,6,2.603200000000001,130.231,0.0,-1.85
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,4,248.26072121928476,52.60000000000001,15,4.7938000000000045,314.46600000000007,0.0,-3.896
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,4,398.85794216890986,52.60000000000001,8,3.600400000000003,278.348,0.3,-4.4
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,6,474.98338445956347,70.83000000000001,5,3.144300000000002,297.656,0.3529411764705882,-4.31
ClCCl,0,2.754887502163469,0.0,0,1.4215,84.93299999999999,0.0,-0.63
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,2,503.6108804181844,40.46,2,3.9954000000000023,269.127,0.7058823529411765,-3.953
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,1,540.9564823741972,20.23,2,5.599500000000002,370.49,0.6,-5.666
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,1,516.4228624657378,12.53,0,4.481400000000002,380.913,0.0,-6.29
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,2,572.6233694045893,40.46,3,4.604600000000004,266.34,0.6,-4.95
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,0,530.4237512704517,0.0,1,7.725599999999999,474.64,0.0,-7.278
CCOCC,1,11.119415478763749,9.23,2,1.0428000000000002,74.123,0.0,-0.09
CCOC(=O)c1ccccc1C(=O)OCC,4,347.3600796599688,52.60000000000001,4,2.04,222.23999999999995,0.375,-2.35
CCSCC,1,11.119415478763749,0.0,2,1.7594,90.191,0.0,-1.34
CCSSCC,2,17.50977500432694,0.0,3,2.4076000000000004,122.258,0.0,-2.42
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,2,536.8202783238603,40.46,4,4.828600000000005,268.356,0.6,-4.07
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,3,591.9240832402107,50.8,4,3.581000000000002,286.331,0.5714285714285714,-4.16
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,2,669.6234048767684,58.2,2,3.5801000000000016,310.687,0.5714285714285714,-6.02
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,13,1374.4176851913944,182.83,7,3.247300000000002,764.9499999999999,0.0,-5.293
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,14,1409.0037418555946,203.05999999999997,7,2.2181000000000015,780.9490000000001,0.0,-4.081
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,4,451.16714517212966,52.60000000000001,12,5.160800000000005,334.45600000000024,0.25,-6.144
ICI,0,2.754887502163469,0.0,0,1.8139,267.835,0.0,-2.34
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,4,526.7228097510647,52.60000000000001,14,6.433000000000008,390.5640000000002,0.2142857142857142,-6.637
CC(C)OC(C)C,1,33.444678358882754,9.23,2,1.8198,102.177,0.0,-1.1
CC(C)SC(C)C,1,33.444678358882754,0.0,2,2.5364000000000004,118.245,0.0,-2.24
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,5,335.1597404803091,65.07000000000001,8,2.3950000000000005,299.6909999999999,0.0,0.523
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,5,786.7501690547151,80.37,2,2.8699000000000012,338.79500000000013,0.4782608695652174,-4.328
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,3,315.79472362695407,46.61,1,1.9576,211.2609999999999,0.0,-0.85
CCCCc1c(C)nc(nc1O)N(C)C ,4,313.60007327313747,49.25000000000001,4,1.89922,209.293,0.4,-2.24
COCOC,2,12.364527976600282,18.46,2,0.2367,76.095,0.0,0.48
COC(=O)c1ccccc1C(=O)OC,4,321.89456038916694,52.60000000000001,2,1.2597999999999998,194.18599999999995,0.4285714285714285,-1.66
CSC,1,2.754887502163469,0.0,0,0.9792,62.137,0.0,-0.45
CSSC,2,6.0,0.0,1,1.6274,94.204,0.0,-1.44
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,6,614.3352259724759,115.54000000000002,5,2.9502000000000006,322.243,0.2727272727272727,-5.47
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,5,472.0092160085263,106.51000000000002,4,2.7221000000000024,240.21499999999995,0.3529411764705882,-3.38
OC1C(O)C(O)C(O)C(O)C1O,6,103.58797503894245,121.38,0,-3.834600000000001,180.156,0.0,0.35
CCCSCCC,1,23.360990398949916,0.0,4,2.539600000000001,118.245,0.0,-2.58
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,4,504.29105939397743,52.60000000000001,16,6.721200000000008,390.5640000000003,0.2142857142857142,-5.115
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,3,746.3902102956506,38.69,0,5.508800000000006,414.63000000000017,0.0,-7.32
CNC(=O)Oc1ccccc1C2OCCO2,4,374.00224139004183,56.790000000000006,2,1.4502,223.22799999999995,0.375,-1.57
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,1,465.6348741173285,20.31,3,2.9067000000000016,239.318,0.6666666666666666,-2.98
O(c1ccccc1)c2ccccc2,1,315.89864866417315,9.23,2,3.478900000000002,170.211,0.9230769230769232,-3.96
N(c1ccccc1)c2ccccc2,1,315.89864866417315,12.03,2,3.430200000000002,169.227,0.9230769230769232,-3.504
C(c1ccccc1)c2ccccc2,0,310.81248233699284,0.0,2,3.277400000000002,168.239,0.9230769230769232,-4.08
CCCOCCC,1,23.360990398949916,9.23,4,1.823,102.177,0.0,-1.62
CCN(CC)C(=S)SSC(=S)N(CC)CC,4,200.8589190857419,6.48,4,3.621200000000002,296.5520000000001,0.0,-4.86
CCOP(=S)(OCC)SCCSCC,5,167.96932691749925,18.46,9,3.770200000000002,274.413,0.0,-4.23
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,5,529.602740190649,55.84,5,2.5801000000000007,299.28800000000007,0.3157894736842105,-3.35
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,352.6652327975252,32.34,1,3.0869000000000018,233.098,0.4285714285714285,-3.8
CC1=CCC(CC1)C(C)=C,0,162.8771237954945,0.0,1,3.308900000000002,136.238,0.0,-4.26
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,5,414.78633577032497,106.51000000000002,2,1.5170200000000005,198.134,0.4285714285714285,-1.456
CCOc1ccc(NC(N)=O)cc1,2,282.1711052507959,64.35,3,1.5759,180.20699999999997,0.4615384615384615,-2.17
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,8,696.191196074724,102.28,3,-2.2130999999999985,254.24599999999995,0.5,-0.17
CCCCCCCCCCCCCCCCCCCC,0,132.11730005192322,0.0,17,8.048000000000007,282.5559999999999,0.0,-8.172
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,1,516.4228624657378,12.53,0,4.481400000000002,380.913,0.0,-6.18
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,2,458.4827066363416,37.3,0,3.959100000000003,290.447,0.0,-4.16
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,2,464.4827066363416,20.23,0,4.483900000000005,306.51500000000004,0.0,-5.41
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,2,731.5207964175199,37.3,0,3.9444000000000026,266.34,0.5,-5.24
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,2,628.3054350603154,37.3,0,3.7375000000000025,268.356,0.3,-5.282
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,6,737.1839683526324,107.22,1,2.2155000000000005,288.255,0.5714285714285714,-3.62
OCC(O)C(O)CO,4,48.0,80.92,3,-2.3071999999999995,122.12,0.0,0.7
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,2,538.2198018097884,40.46,0,3.609200000000002,272.388,0.3,-5.03
c1(OC)ccc(CC=C)cc1,1,223.13302247817728,9.23,3,2.4237,148.205,0.5454545454545454,-2.92
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,3,569.5819082919402,60.69,0,2.5800000000000005,288.387,0.2857142857142857,-4.955
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,2,576.7809963203815,37.3,0,3.817400000000003,270.372,0.3,-3.955
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,5,623.3502087975944,89.51999999999998,6,3.924200000000003,333.266,0.2608695652173913,-6.124
CC,0,0.0,0.0,0,1.0262,30.07,0.0,-1.36
CCS,1,2.754887502163469,0.0,0,0.9361,62.137,0.0,-0.6
CCO,1,2.754887502163469,20.23,0,-0.0014,46.069,0.0,1.1
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,2,658.1613573389167,40.46,0,3.6126000000000023,296.41,0.2727272727272727,-4.3
CCSCc1ccccc1OC(=O)NC ,3,328.1188895793997,38.33,4,2.6579000000000006,225.313,0.4,-2.09
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,8,279.34146898643354,36.92,12,5.005300000000004,384.4870000000002,0.0,-5.54
CCCCc1c(C)nc(NCC)[nH]c1=O,3,370.5860503155157,57.78,5,1.85272,209.293,0.4,-3.028
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,2,626.2430525943431,37.3,0,3.8826000000000023,312.45300000000003,0.0,-5.66
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,5,576.6964147011811,61.830000000000005,4,2.0576,286.34900000000005,0.3157894736842105,-3.42
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,5,576.6964147011811,61.830000000000005,4,2.0576,286.34900000000005,0.3157894736842105,-3.42
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,5,618.7158480810884,82.28,3,1.3424,258.324,0.5625,-3.81
CCOC(=O)C,2,49.50977500432694,26.3,1,0.5694,88.106,0.0,-0.04
CCOC(=O)c1ccccc1,2,228.57786591623355,26.3,2,1.8633,150.177,0.5454545454545454,-2.32
CCCCCOC(=O)CC,2,89.25838096618136,26.3,5,2.1298000000000004,144.21399999999997,0.0,-1.28
CCOC(=O)C=Cc1ccccc1,2,288.21840549259923,26.3,3,2.2629,176.215,0.4615384615384615,-3.0
CCCCCCCCCC(=O)OCC,2,132.28341890015258,26.3,9,3.6902000000000026,200.32199999999995,0.0,-4.1
CCOC=O,2,26.074033921146967,26.3,2,0.1793,74.07900000000001,0.0,0.15
CCCCCCC(=O)OCC,2,99.73585546369786,26.3,6,2.5199000000000007,158.241,0.0,-2.74
CCCCCC(=O)OCC,2,89.25838096618136,26.3,5,2.1298000000000004,144.21399999999997,0.0,-2.35
CCCCCCCCC(=O)OCC,2,121.2586863990795,26.3,8,3.3001000000000023,186.295,0.0,-3.8
CCCCCCCC(=O)OCC,2,110.40620687739316,26.3,7,2.910000000000001,172.26799999999997,0.0,-3.39
CCCOC(=O)CCC,2,78.98533616859814,26.3,4,1.7397,130.18699999999998,0.0,-1.75
CCOC(=O)CC,2,59.10049400592804,26.3,2,0.9595,102.133,0.0,-0.66
CCCOCC,1,15.900134529890124,9.23,3,1.4329,88.14999999999999,0.0,-0.66
CCOC=C,1,24.828921423310437,9.23,2,1.1664,72.10700000000001,0.0,-0.85
CCc1ccccc1,0,141.38429890473827,0.0,1,2.249000000000001,106.16799999999996,0.75,-2.77
CCC1CCCCC1,0,51.058650025961626,0.0,1,2.976700000000002,112.216,0.0,-4.25
C=C,0,0.0,0.0,0,0.8022,28.053999999999995,0.0,-0.4
CCOC(=O)c1ccc(N)cc1,3,266.36195376207496,52.32,2,1.4455,165.19199999999998,0.5,-2.1
CCOC(=O)c1ccc(O)cc1,3,263.6070662599115,46.53,2,1.5689,166.176,0.5,-2.35
C#C,0,4.754887502163469,0.0,0,0.2493999999999999,26.037999999999997,0.0,0.29
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,3,854.4761380608963,27.69,9,6.372000000000007,376.496,0.6428571428571429,-8.6
CCOC(=O)c1cncn1C(C)c2ccccc2,4,519.6000784462864,44.12,4,2.669100000000001,244.294,0.6111111111111112,-4.735
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,13,1352.5325604550394,160.83,5,1.338599999999999,588.5620000000001,0.2857142857142857,-3.571
CC12CCC(CC1)C(C)(C)O2 ,1,160.9567031494677,9.23,0,2.7441000000000013,154.253,0.0,-1.64
COc1cc(CC=C)ccc1O,2,279.16711032401867,29.46,3,2.1293,164.204,0.5,-1.56
