SMILES,MolWt,LogP,TPSA,RotB,AroProp,HBD,HBA,RingCount,FractionCSP3,HeavyAtomCount,BertzCT
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,252.31599999999997,5.640400000000003,0.0,0,1.0,0,0,5,0.0,20,987.8657323868964
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,252.31599999999997,5.640400000000003,0.0,0,1.0,0,0,5,0.0,20,915.8657323868963
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,6.3282000000000025,0.0,0,1.0,0,0,6,0.0,22,1193.645129820059
CCOC(=O)c1ccc(N)cc1,165.19199999999998,1.4455,52.32,2,0.5,1,3,1,0.2222222222222222,12,266.36195376207496
OC(C(=O)c1ccccc1)c2ccccc2,212.248,2.602900000000001,37.3,3,0.75,1,2,2,0.07142857142857142,16,462.6087192277257
N#Cc1ccccc1,103.12399999999997,1.55828,23.79,0,0.75,0,1,1,0.0,8,195.37685258695325
O=C(c1ccccc1)c2ccccc2,182.222,2.917600000000001,17.07,2,0.8571428571428571,0,1,2,0.0,14,376.003255415297
c2ccc1scnc1c2 ,135.191,2.2962999999999996,12.89,0,1.0,0,2,2,0.0,9,282.89393676634353
c2ccc1[nH]nnc1c2,119.127,0.9578999999999998,41.57,0,1.0,1,2,2,0.0,9,282.28075871425636
c2ccc1ocnc1c2,119.12299999999998,1.8278,26.03,0,1.0,0,2,2,0.0,9,282.89393676634353
ClCc1ccccc1,126.58599999999996,2.4254000000000007,0.0,1,0.75,0,0,1,0.14285714285714285,8,145.73281445033504
FC(F)(F)c1ccccc1,146.111,2.705400000000001,0.0,0,0.6,0,0,1,0.14285714285714285,10,199.8412460336634
NC(=O)NCc1ccccc1 ,150.18099999999998,0.8548999999999998,55.120000000000005,2,0.5454545454545454,2,1,1,0.125,11,233.10719092921434
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,476.5850000000002,3.636800000000003,100.90000000000002,6,0.0,2,6,4,0.7407407407407407,34,956.7669810831956
C(Cc1ccccc1)c2ccccc2,182.266,3.4718000000000018,0.0,3,0.8571428571428571,0,0,2,0.14285714285714285,14,322.26859780947655
c1ccc(cc1)c2ccccc2,154.21199999999996,3.353600000000002,0.0,1,1.0,0,0,2,0.0,12,297.4313204906765
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,256.308,4.450000000000003,25.78,1,1.0,0,2,4,0.0,20,835.5299589568695
CC1(C)C2CCC1(C)C(O)C2,154.253,2.1935,20.23,0,0.0,1,1,2,1.0,11,185.3117986128446
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,261.11899999999997,1.57852,54.86,2,0.4285714285714285,1,3,1,0.5555555555555556,14,447.1056682573318
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,527.4140000000002,7.183700000000006,70.67,6,0.8,2,4,5,0.1,35,1507.150749135312
Brc1ccccc1,157.01,2.4491000000000005,0.0,0,0.8571428571428571,0,0,1,0.0,7,134.10736969541455
ClCBr,129.384,1.5776,0.0,0,0.0,0,0,0,1.0,3,4.754887502163469
BrC(Cl)Cl,163.82899999999998,2.1425,0.0,0,0.0,0,0,0,1.0,4,10.75488750216347
CCBr,108.966,1.4012,0.0,0,0.0,0,0,0,1.0,3,2.754887502163469
CBr,94.939,1.0111,0.0,0,0.0,0,0,0,1.0,2,2.0
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,366.0,4.652000000000002,27.69,4,0.375,0,4,1,0.25,16,435.5367539129217
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,428.12000000000006,4.3991000000000025,46.53,4,0.5454545454545454,1,3,2,0.23529411764705882,22,603.109197339405
Oc1c(Br)cc(C#N)cc1Br ,276.91499999999996,2.78888,44.02,0,0.5454545454545454,1,2,1,0.0,11,306.6978379924635
c1ccccc1n2ncc(N)c(Br)c2(=O),266.098,1.5771999999999995,60.91,1,0.8,1,4,2,0.0,15,536.1089189358535
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,316.4270000000001,1.74462,84.42,8,0.2857142857142857,1,6,1,0.6923076923076923,21,573.0242589867888
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,212.24899999999997,0.7948999999999993,75.27000000000001,3,0.0,2,3,1,0.7,15,291.78936172707694
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,263.381,3.999800000000003,38.33,1,0.3157894736842105,1,2,1,0.5625,19,432.36776915934104
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,311.85300000000007,4.1574000000000035,29.54,9,0.2857142857142857,0,2,1,0.5882352941176471,21,426.1662903460974
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,303.156,1.6836,75.27000000000001,4,0.0,2,3,1,0.5454545454545454,17,372.17778205062433
CCCCOC(=O)c1ccc(N)cc1,193.246,2.2257,52.32,4,0.4285714285714285,1,3,1,0.36363636363636365,14,292.660770563408
CCC(C)O,74.12299999999999,0.7771999999999999,20.23,1,0.0,1,1,0,1.0,5,17.609640474436812
CCCC,58.123999999999995,1.8064,0.0,1,0.0,0,0,0,1.0,4,2.0
CCCCS,90.191,1.7163,0.0,2,0.0,1,1,0,1.0,5,11.119415478763749
CCCCC1(CC)C(=O)NC(=O)NC1=O,212.249,0.9389999999999998,75.27000000000001,4,0.0,2,3,1,0.7,15,279.04262621960174
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,256.33099999999996,1.0257999999999998,69.56,1,0.2941176470588235,1,5,2,0.7,17,439.75945177837383
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,236.702,2.825400000000001,32.34,2,0.375,1,1,1,0.25,16,408.0220914064313
CCCCOC=O,102.13299999999998,0.9595,26.3,4,0.0,0,2,0,0.8,7,43.34481288877288
CCSC(=O)N(CC(C)C)CC(C)C,217.378,3.4735000000000023,20.31,5,0.0,0,2,0,0.9090909090909091,14,158.67046661465247
CCCCc1ccccc1,134.22199999999998,3.0292000000000012,0.0,3,0.6,0,0,1,0.4,10,164.65300142116237
CCCC=O,72.107,0.9854,17.07,2,0.0,0,1,0,0.75,5,24.828921423310437
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,194.19399999999996,-1.0293,61.82,0,0.6428571428571429,0,6,2,0.375,14,616.5285919942219
CC1(C)C2CCC1(C)C(=O)C2,152.237,2.401700000000001,17.07,0,0.0,0,1,2,0.9,11,216.91266689075218
CCCCCC=O,100.161,1.7656,17.07,4,0.0,0,1,0,0.8333333333333334,7,41.444678358882754
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,349.06600000000014,3.520900000000001,37.38,3,0.0,0,3,2,0.6,18,386.6818600988004
O=C(Nc1ccccc1)Nc2ccccc2,212.252,3.3306000000000013,41.13,2,0.75,2,1,2,0.0,16,410.3735146257326
CNC(=O)Oc1cccc2ccccc12,201.225,2.5580000000000007,38.33,1,0.6666666666666666,1,2,2,0.08333333333333333,15,488.45103080120384
c1ccc2c(c1)[nH]c3ccccc32,167.21099999999998,3.3211000000000013,15.79,0,1.0,1,0,3,0.0,13,512.8841359099093
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,236.271,1.7597,67.42999999999999,4,0.3529411764705882,2,3,1,0.3333333333333333,17,378.5969479612245
CNC(=O)Oc1cccc2CC(C)(C)Oc12,221.25599999999991,2.1183,47.56,1,0.375,1,3,2,0.4166666666666667,16,426.2720914064313
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,342.875,5.420300000000004,18.46,8,0.3333333333333333,0,5,1,0.45454545454545453,18,389.77972797712056
CC1=C(SCCO1)C(=O)Nc2ccccc2,235.308,2.620000000000001,38.33,2,0.375,1,3,2,0.25,16,414.28675391292165
CCC(Br)(CC)C(=O)NC(N)=O,237.097,1.1349999999999998,72.19,3,0.0,2,2,0,0.7142857142857143,12,189.84539731095856
c1(O)c(C)ccc(C(C)C)c1,150.22099999999998,2.824020000000001,20.23,1,0.5454545454545454,1,1,1,0.4,11,251.0497317859833
CC(=C)C1CC=C(C)C(=O)C1,150.22099999999998,2.4879000000000007,17.07,1,0.0,0,1,1,0.5,11,223.02727634487292
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,309.529,-0.4628999999999993,88.38000000000001,2,0.0,3,6,2,1.0,17,284.92430642566427
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,323.13200000000006,0.909,112.70000000000002,6,0.3,3,5,1,0.36363636363636365,20,480.20675753303044
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,257.76899999999995,2.2173999999999996,45.150000000000006,6,0.3529411764705882,0,5,1,0.7272727272727273,17,319.4650689235082
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,293.548,3.127600000000002,41.57,2,0.4,1,2,1,0.2222222222222222,15,373.1300188482176
CC(OC(=O)Nc1cccc(Cl)c1)C#C,223.659,2.910200000000001,38.33,2,0.4,1,2,1,0.18181818181818182,15,397.8195493831233
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,409.7819999999999,5.682800000000001,0.0,0,0.0,0,0,3,0.8,18,458.7940325905037
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,338.876,5.024200000000001,0.0,0,0.0,0,0,3,0.6,16,438.59020842548244
CN(C)C=Nc1ccc(Cl)cc1C,196.681,2.8698200000000007,15.6,2,0.4615384615384615,0,1,1,0.3,13,318.70082633507934
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,414.82700000000017,1.1715999999999998,127.79,8,0.4444444444444444,1,8,2,0.2,27,953.0733676344607
NC(=O)CCl ,93.513,-0.2895000000000001,43.09,1,0.0,1,1,0,0.5,5,44.912609383243264
ClCC#N,75.498,0.74878,23.79,0,0.0,0,1,0,0.5,4,35.79319390447952
Clc1ccccc1,112.55899999999995,2.34,0.0,0,0.8571428571428571,0,0,1,0.0,7,134.10736969541455
ClC(Br)Br,208.28,2.2986000000000004,0.0,0,0.0,0,0,0,1.0,4,10.75488750216347
ClCC,64.515,1.2451,0.0,0,0.0,0,0,0,1.0,3,2.754887502163469
ClC=C,62.499,1.3687,0.0,0,0.0,0,0,0,0.0,3,10.264662506490406
CC(C)OC(=O)Nc1cccc(Cl)c1,213.664,3.2969000000000017,38.33,2,0.4285714285714285,1,2,1,0.3,14,325.6529664102151
ClC(Cl)(Cl)N(=O)=O,164.375,1.5908000000000002,43.14,0,0.0,0,2,0,1.0,7,85.42592196522058
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,339.21800000000013,4.180900000000003,46.53,4,0.5454545454545454,1,3,2,0.23529411764705882,22,667.859197339405
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,265.914,4.043559999999999,47.58,0,0.4285714285714285,0,2,1,0.0,14,440.5804759440679
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,295.72900000000004,-0.0608999999999992,118.69,1,0.3529411764705882,2,5,2,0.0,17,723.7308563894459
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,212.68,2.7419200000000012,32.34,1,0.4285714285714285,1,1,1,0.3,14,349.9752768616324
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,290.75,4.225800000000003,41.57000000000001,3,0.6,1,2,2,0.13333333333333333,20,579.827438063463
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,350.591,4.718100000000002,40.58,6,0.3333333333333333,0,5,1,0.4444444444444444,18,464.61623687665036
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,267.93,4.2434,25.78,0,0.7142857142857143,0,2,2,0.0,14,465.6577056479838
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,338.7720000000001,0.9242000000000008,109.49,2,0.5454545454545454,3,4,3,0.07142857142857142,22,897.4658924470708
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,212.68,2.7419200000000012,32.34,1,0.4285714285714285,1,1,1,0.3,14,349.9752768616324
Clc2ccc1oc(=O)[nH]c1c2,169.567,1.7744999999999995,46.0,0,0.8181818181818182,1,2,2,0.0,11,442.88245407860506
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,254.33199999999997,5.244800000000004,0.0,0,0.9,0,0,5,0.1,20,992.7859948151678
c1ccc2c(c1)ccc3c4ccccc4ccc23,228.294,5.146200000000003,0.0,0,1.0,0,0,4,0.0,18,797.2526221384024
Cl\C=C/Cl,96.94400000000002,1.9352,0.0,0,0.0,0,0,0,0.0,4,19.219280948873624
C/C1CCCCC1\C,112.216,2.832600000000001,0.0,0,0.0,0,0,1,1.0,8,56.43856189774725
CC/C=C\C,70.135,1.9725,0.0,1,0.0,0,0,0,0.6,5,27.019550008653876
CC(C)=CCCC(C)=CC(=O),152.237,2.878000000000001,17.07,4,0.0,0,1,0,0.5,11,171.3117986128446
CC1(C)CON(Cc2ccccc2Cl)C1=O,239.702,2.640000000000001,29.54,2,0.375,0,2,2,0.4166666666666667,16,417.23471678603164
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,315.716,3.037700000000001,84.6,2,0.5454545454545454,1,4,3,0.06666666666666667,22,817.4300132341531
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,300.36000000000007,6.919200000000002,0.0,0,1.0,0,0,7,0.0,24,1140.946634757434
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,346.46700000000016,2.666700000000002,74.6,2,0.0,2,4,4,0.8095238095238095,25,637.8073073537269
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,360.45000000000016,1.9898,91.67,2,0.0,2,5,4,0.7619047619047619,26,723.9130815015496
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,402.48700000000025,2.560600000000001,97.74,3,0.0,1,6,4,0.7391304347826086,29,827.2246952751074
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,342.7780000000001,4.263000000000003,67.50999999999999,4,0.6666666666666666,1,4,3,0.15789473684210525,24,957.2578858098649
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,362.7710000000002,4.4311200000000035,57.9,6,0.4545454545454545,0,6,2,0.35714285714285715,22,778.6322379127123
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,292.33400000000006,3.966800000000003,50.44,1,0.7272727272727273,1,3,4,0.21052631578947367,22,907.9425133722575
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,240.698,1.6708799999999997,86.52,4,0.375,2,6,1,0.5555555555555556,16,410.95050427088734
CCSC(=O)N(CC)C1CCCCC1 ,215.3619999999999,3.5141000000000027,20.31,3,0.0,0,2,1,0.9090909090909091,14,178.1263448992907
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,236.27099999999993,1.2492,75.27000000000001,2,0.0,2,3,2,0.5833333333333334,17,391.97380386169374
O=C2NC(=O)C1(CCC1)C(=O)N2,168.15200000000002,-0.4773,75.27,0,0.0,2,3,2,0.5714285714285714,12,258.37607576948636
C1CCCCCC1,98.189,2.7307000000000015,0.0,0,0.0,0,0,1,1.0,7,19.651484454403228
OC1CCCCCC1,114.188,1.7015,20.23,0,0.0,1,1,1,1.0,8,53.407165571558394
C1CCC=CCC1,96.173,2.5067000000000004,0.0,0,0.0,0,0,1,0.7142857142857143,7,54.43856189774725
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,210.233,0.6929999999999998,75.27,0,0.0,2,3,2,0.7,15,294.62919048309067
C1CCCCC1,84.162,2.3406,0.0,0,0.0,0,0,1,1.0,6,15.509775004326936
OC1CCCCC1,100.161,1.3114,20.23,0,0.0,1,1,1,1.0,7,46.14170945007629
O=C1CCCCC1,98.145,1.5196,17.07,0,0.0,0,1,1,0.8333333333333334,7,68.24920506009684
C1CCC=CC1,82.146,2.1166,0.0,0,0.0,0,0,1,0.6666666666666666,6,45.058650025961626
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,281.35200000000003,1.0415,83.47,3,0.0,2,4,2,0.8,20,404.09657603487483
O=C2NC(=O)C1(CCCCC1)C(=O)N2,196.206,0.3029,75.27,0,0.0,2,3,2,0.6666666666666666,14,283.1789276376484
C1CCCCCCC1,112.216,3.120800000000002,0.0,0,0.0,0,0,1,1.0,8,24.0
OC1CCCCCCC1,128.215,2.0915999999999997,20.23,0,0.0,1,1,1,1.0,9,62.96788691072806
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,224.25999999999996,1.0831,75.27,0,0.0,2,3,2,0.7272727272727273,16,308.12137657048413
C1CCCC1,70.135,1.9505,0.0,0,0.0,0,0,1,1.0,5,11.60964047443681
C1CC=CC1,68.11900000000001,1.7265,0.0,0,0.0,0,0,1,0.6,5,38.0
O=C2NC(=O)C1(CCCC1)C(=O)N2,182.179,-0.0872000000000001,75.27,0,0.0,2,3,2,0.625,13,269.7642645701818
O=C2NC(=O)C1(CC1)C(=O)N2 ,154.125,-0.8674000000000002,75.27,0,0.0,2,3,2,0.5,11,245.00096093374566
CN(C)C(=O)NC1CCCCCCC1,198.30999999999992,2.3705,32.34,1,0.0,1,1,1,0.9090909090909091,14,172.12634489929064
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,434.29400000000015,6.317080000000003,59.32000000000001,6,0.4137931034482758,0,4,3,0.2727272727272727,29,981.2970518178008
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,449.8560000000001,6.543980000000005,59.32000000000001,6,0.3870967741935484,0,4,3,0.30434782608695654,31,1028.3524836641895
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,416.30400000000014,6.177980000000004,59.32000000000001,6,0.4285714285714285,0,4,3,0.2727272727272727,28,930.2980937199306
Nc1cc[nH]c(=O)n1 ,111.104,-0.6479000000000001,71.77000000000001,0,0.75,2,3,1,0.0,8,228.72507399518807
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,337.4630000000001,4.221000000000004,46.260000000000005,0,0.2,1,3,5,0.6818181818181818,25,801.194381990157
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,248.307,1.6838000000000002,86.18,2,0.7058823529411765,2,4,2,0.0,17,565.0601341830188
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,320.04600000000005,5.929000000000003,0.0,3,0.6666666666666666,0,0,2,0.14285714285714285,18,456.8221302041951
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,318.0300000000001,6.187900000000003,0.0,2,0.6666666666666666,0,0,2,0.0,18,516.2479162169986
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,354.491,6.495500000000002,0.0,2,0.631578947368421,0,0,2,0.14285714285714285,19,494.04416142195936
C1CCC2CCCCC2C1,138.254,3.3668000000000022,0.0,0,0.0,0,0,2,1.0,10,80.60593781761291
CCCCSP(=O)(SCCCC)SCCCC,314.5220000000001,6.694400000000005,17.07,12,0.0,0,4,0,1.0,17,178.6432094953352
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,505.20600000000024,6.490180000000005,59.32000000000001,6,0.4285714285714285,0,4,3,0.2727272727272727,28,930.2980937199306
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,330.4680000000001,3.695900000000003,54.370000000000005,2,0.0,1,3,4,0.8095238095238095,24,606.2051148204893
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,372.5050000000002,4.266700000000004,60.440000000000005,3,0.0,0,4,4,0.782608695652174,27,707.1669090421246
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,300.314,3.8659000000000017,76.66,4,0.5454545454545454,2,4,2,0.125,22,643.6038826699458
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,392.4670000000002,1.8957,94.83,2,0.0,3,5,4,0.7272727272727273,28,804.7488254884713
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,434.5040000000003,2.466500000000001,100.9,3,0.0,2,6,4,0.7083333333333334,31,909.7455961968411
CC2(C)C1CCC(C)(C1)C2=O,152.237,2.401700000000001,17.07,0,0.0,0,1,2,0.9,11,210.15777938858872
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,390.5640000000003,6.433000000000007,52.60000000000001,14,0.2142857142857142,0,4,1,0.6666666666666666,28,530.7228097510647
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,393.85400000000016,3.878200000000003,55.84,8,0.2608695652173913,0,6,2,0.42857142857142855,23,612.4193667711982
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,393.85400000000016,3.878200000000003,55.84,8,0.2608695652173913,0,6,2,0.42857142857142855,23,612.4193667711982
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,270.225,4.277400000000004,20.31,4,0.0,0,2,0,0.7,15,233.57688747399038
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,284.74600000000004,3.153800000000002,32.67,1,0.6,0,2,3,0.125,20,694.8779897536325
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,304.35200000000003,3.5847200000000026,53.47,7,0.3157894736842105,0,6,1,0.6666666666666666,19,458.28775961477083
o1c2ccccc2c3ccccc13,168.195,3.586000000000002,13.14,0,1.0,0,1,3,0.0,13,512.8841359099093
c1ccc2c(c1)sc3ccccc23,184.263,4.054500000000002,0.0,0,1.0,0,1,3,0.0,13,512.8841359099093
BrCBr,173.83499999999998,1.7337,0.0,0,0.0,0,0,0,1.0,3,2.754887502163469
CCCCOCCCC,130.231,2.603200000000001,9.23,6,0.0,0,1,0,1.0,9,37.832293921787276
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,314.46600000000007,4.7938000000000045,52.60000000000001,15,0.0,0,4,0,0.8888888888888888,22,248.26072121928476
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,278.348,3.600400000000003,52.60000000000001,8,0.3,0,4,1,0.5,20,398.85794216890986
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,297.656,3.144300000000002,70.83000000000001,5,0.3529411764705882,0,6,1,0.25,17,474.98338445956347
ClCCl,84.93299999999999,1.4215,0.0,0,0.0,0,0,0,1.0,3,2.754887502163469
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,269.127,3.9954000000000023,40.46,2,0.7058823529411765,2,2,2,0.07692307692307693,17,503.61088041818437
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,370.49,5.599500000000002,20.23,2,0.6,1,1,2,0.14285714285714285,20,540.9564823741972
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,380.913,4.481400000000002,12.53,0,0.0,0,1,5,0.8333333333333334,19,516.4228624657378
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,266.34,4.604600000000004,40.46,3,0.6,2,2,2,0.1111111111111111,20,572.6233694045893
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,474.64,7.725599999999999,0.0,1,0.0,0,0,2,0.2,20,530.4237512704517
CCOCC,74.123,1.0428000000000002,9.23,2,0.0,0,1,0,1.0,5,11.119415478763749
CCOC(=O)c1ccccc1C(=O)OCC,222.23999999999995,2.04,52.60000000000001,4,0.375,0,4,1,0.3333333333333333,16,347.3600796599688
CCSCC,90.191,1.7594,0.0,2,0.0,0,1,0,1.0,5,11.119415478763749
CCSSCC,122.258,2.4076000000000004,0.0,3,0.0,0,2,0,1.0,6,17.50977500432694
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,268.356,4.828600000000005,40.46,4,0.6,2,2,2,0.2222222222222222,20,536.8202783238603
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,286.331,3.581000000000002,50.8,4,0.5714285714285714,1,3,2,0.1875,21,591.9240832402107
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,310.687,3.5801000000000016,58.2,2,0.5714285714285714,2,2,2,0.0,21,669.6234048767684
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,764.9499999999999,3.247300000000002,182.83,7,0.0,5,13,8,0.926829268292683,54,1374.4176851913944
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,780.9490000000001,2.2181000000000015,203.05999999999997,7,0.0,6,14,8,0.926829268292683,55,1409.0037418555946
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,334.45600000000024,5.160800000000005,52.60000000000001,12,0.25,0,4,1,0.6,24,451.16714517212966
ICI,267.835,1.8139,0.0,0,0.0,0,0,0,1.0,3,2.754887502163469
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,390.5640000000002,6.433000000000008,52.60000000000001,14,0.2142857142857142,0,4,1,0.6666666666666666,28,526.7228097510647
CC(C)OC(C)C,102.177,1.8198,9.23,2,0.0,0,1,0,1.0,7,33.444678358882754
CC(C)SC(C)C,118.245,2.5364000000000004,0.0,2,0.0,0,1,0,1.0,7,33.444678358882754
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,299.6909999999999,2.3950000000000005,65.07000000000001,8,0.0,0,5,0,0.7,18,335.1597404803091
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,338.79500000000013,2.8699000000000012,80.37,2,0.4782608695652174,1,5,2,0.4,23,786.7501690547151
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,211.2609999999999,1.9576,46.61,1,0.0,0,3,1,0.6363636363636364,15,315.79472362695407
CCCCc1c(C)nc(nc1O)N(C)C ,209.293,1.89922,49.25000000000001,4,0.4,1,4,1,0.6363636363636364,15,313.60007327313747
COCOC,76.095,0.2367,18.46,2,0.0,0,2,0,1.0,5,12.364527976600282
COC(=O)c1ccccc1C(=O)OC,194.18599999999995,1.2597999999999998,52.60000000000001,2,0.4285714285714285,0,4,1,0.2,14,321.89456038916694
CSC,62.137,0.9792,0.0,0,0.0,0,1,0,1.0,3,2.754887502163469
CSSC,94.204,1.6274,0.0,1,0.0,0,2,0,1.0,4,6.0
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,322.243,2.9502000000000006,115.54000000000002,5,0.2727272727272727,1,6,1,0.45454545454545453,22,614.3352259724759
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,240.21499999999995,2.7221000000000024,106.51000000000002,4,0.3529411764705882,1,5,1,0.4,17,472.0092160085263
OC1C(O)C(O)C(O)C(O)C1O,180.156,-3.834600000000001,121.38,0,0.0,6,6,1,1.0,12,103.58797503894243
